workerid,proliferate.condition,CC,Southern_rating,SpeakerGender,age_correct,age_incorrect,age_rating,age_type,assertiveness_rating,block,compQuestionType,democrat_rating,empathy_rating,femininity_rating,file,intelligence_rating,item_type,list,list_whichSpPoliticsFirst,matrixName_correct,matrixName_incorrect,matrixName_type,matrix_clause,name,orientation,participant_beliefs,predicate,projection,republican_rating,rt,slide_number_in_experiment,socialInfo,spBelief_rating,topic,true_false,whichSpPoliticsFirst,error
4614,default,the minimum wage is too high,,F,,,,,,block1,,,,,F-S-Donna.png,,critical,list1,list1_NS,,,,Ken didn't say that,Donna,conservative,0.01,say,,,4029,12,S,,minimum_wage,,NS,
4614,default,U.S. presidential elections are held in November,,NA,,,,,,block1,,,,,NA.png,,O,list1,list1_NS,,,,NA,NA,NA,0.98,NA,,,4299,13,NA,,elections,,NS,
4614,default,the military is overfunded,,F,,,,,,block1,,,,,F-N-Elizabeth.png,,critical,list1,list1_NS,,,,Emma isn't annoyed that,Elizabeth,liberal,0.91,be_annoyed,,,3900,14,N,,military,,NS,
4614,default,mask mandates are necessary,,F,,,,,,block1,,,,,F-N-Lisa.png,,critical,list1,list1_NS,,,,Wendy didn't suggest that,Lisa,liberal,1,suggest,,,3743,15,N,,masks,,NS,
4614,default,the 2020 election was rigged,,M,,,,,,block1,,,,,M-N-Tim.png,,critical,list1,list1_NS,,,,Jen isn't annoyed that,Tim,conservative,0.01,be_annoyed,,,3335,16,N,,2020_election,,NS,
4614,default,it is too easy to get an abortion,,M,,,,,,block1,,,,,M-N-Daniel.png,,critical,list1,list1_NS,,,,Grace isn't right that,Daniel,conservative,0.03,be_right,,,3704,17,N,,abortion,,NS,
4614,default,closing businesses during COVID was necessary,,F,,,,,,block1,,,,,F-N-Ashley.png,,MC,list1,list1_NS,,,,NA,Ashley,liberal,0.81,NA,,,8720,18,N,,lockdown,,NS,
4614,default,the 2020 election was rigged,0.13,M,26,18,0.98,CORRECT,0.68,block2,age_question,0.7,0.36,0.72,M-N-Tim.png,0.53,critical,list1,list1_NS,Jen,Fran,CORRECT,Jen isn't annoyed that,Tim,conservative,,be_annoyed,,0.7,76978,20,N,0.91,2020_election,,NS,
4614,default,COVID is a dangerous virus,0.18,M,30,40,0.98,CORRECT,0.28,block2,name_question,0.7,0.52,0.24,M-N-John.png,0.68,critical,list1,list1_NS,Mary,Rhonda,CORRECT,Mary isn't right that,John,liberal,,be_right,,0.38,52595,21,N,0.69,covid,,NS,
4614,default,Trump handled the pandemic badly,0.98,M,25,19,0.99,CORRECT,0.7,block2,age_question,0.26,0.27,0.24,M-S-Ryan.png,0.69,critical,list1,list1_NS,Danny,Sam,CORRECT,Danny doesn't see that,Ryan,liberal,,see,,0.83,47327,22,S,0.22,Trump_pandemic,,NS,
4614,default,immigrants steal jobs from Americans,0.99,F,30,24,1,CORRECT,0.7,block2,age_question,0.2,0.26,0.87,F-S-Sarah.png,0.76,critical,list1,list1_NS,Ben,Libby,CORRECT,Ben doesn't see that,Sarah,conservative,,see,,0.8,48554,23,S,0.8,immigrants,,NS,
4614,default,it is too difficult to buy guns,0.7,M,27,24,0,INCORRECT,0.78,block2,age_question,0.76,0.48,0.16,M-S-Joseph.png,0.81,critical,list1,list1_NS,Owen,Danielle,INCORRECT,Owen didn't admit that,Joseph,conservative,,admit,,0.2,47029,24,S,0.18,gun_laws,,NS,
4614,default,the military is overfunded,0.13,F,27,20,0.02,INCORRECT,0.43,block2,name_question,0.36,0.45,0.75,F-N-Elizabeth.png,0.55,critical,list1,list1_NS,Emma,Judith,INCORRECT,Emma isn't annoyed that,Elizabeth,liberal,,be_annoyed,,0.63,93953,25,N,0.37,military,,NS,
4614,default,there are too few restrictions on welfare benefits,0.25,M,27,18,0.01,INCORRECT,0.6,block2,age_question,0.63,0.45,0.16,M-N-Jay.png,0.64,itIsT_F,list1,list1_NS,welfare,affirmative action,INCORRECT,NA,Jay,conservative,,NA,,0.32,49017,26,N,0.34,welfare,,NS,
4614,default,it is too easy to get an abortion,0.25,M,34,37,0.01,INCORRECT,0.73,block2,name_question,0.37,0.38,0.13,M-N-Daniel.png,0.66,critical,list1,list1_NS,Grace,Sandra,INCORRECT,Grace isn't right that,Daniel,conservative,,be_right,,0.52,62308,27,N,0.34,abortion,,NS,
4614,default,closing businesses during COVID was necessary,0.34,F,28,42,0.01,INCORRECT,0.72,block2,name_question,0.73,0.74,0.91,F-N-Ashley.png,0.8,MC,list1,list1_NS,the lockdown,capitol punishment,INCORRECT,NA,Ashley,liberal,,NA,,0.21,45093,28,N,0.73,lockdown,,NS,
4614,default,medicaid is overfunded,0.23,F,29,20,0.98,CORRECT,0.62,block2,name_question,0.72,0.67,0.92,F-N-Helen.png,0.72,critical,list1,list1_NS,Allison,Isabelle,CORRECT,Allison didn't suggest that,Helen,conservative,,suggest,,0.27,34640,29,N,0.19,medicaid,,NS,
4614,default,mask mandates are necessary,0.17,F,34,37,0.01,INCORRECT,0.81,block2,name_question,0.88,0.61,0.86,F-N-Lisa.png,0.89,critical,list1,list1_NS,Wendy,Lucy,INCORRECT,Wendy didn't suggest that,Lisa,liberal,,suggest,,0.15,37317,30,N,0.76,masks,,NS,
4614,default,the uprising at the Capitol was domestic terrorism,0.99,M,29,21,0.98,CORRECT,0.74,block2,age_question,0.09,0.36,0.07,M-S-Anthony.png,0.64,critical,list1,list1_NS,Glenn,Shari,CORRECT,Glenn didn't admit that,Anthony,liberal,,admit,,0.87,48604,31,S,0.16,capitol_uprising,,NS,
4614,default,the minimum wage is too high,0.96,F,36,31,0.98,CORRECT,0.72,block2,name_question,0.69,0.77,0.88,F-S-Donna.png,0.84,critical,list1,list1_NS,Ken,Marie,CORRECT,Ken didn't say that,Donna,conservative,,say,,0.33,41986,32,S,0.15,minimum_wage,,NS,
4614,default,Trump's policies damaged the American economy,0.25,F,26,21,0.01,INCORRECT,0.71,block2,age_question,0.74,0.64,0.76,F-S-Amy.png,0.8,critical,list1,list1_NS,Tony,Olivia,INCORRECT,Tony didn't say that,Amy,liberal,,say,,0.23,37929,33,S,0.77,Trump_economy,,NS,
4614,default,the military is overfunded,,F,,,,,,block3,,,,,F-N-Elizabeth.png,,critical,list1,list1_NS,,,,Emma isn't annoyed that,Elizabeth,liberal,,be_annoyed,0.29,,34489,35,N,,military,NA,NS,
4614,default,the 2020 election was rigged,,M,,,,,,block3,,,,,M-N-Tim.png,,critical,list1,list1_NS,,,,Jen isn't annoyed that,Tim,conservative,,be_annoyed,0.97,,31752,36,N,,2020_election,NA,NS,
4614,default,Trump handled the pandemic badly,,M,,,,,,block3,,,,,M-S-Ryan.png,,critical,list1,list1_NS,,,,Danny doesn't see that,Ryan,liberal,,see,0.98,,15931,37,S,,Trump_pandemic,NA,NS,
4614,default,COVID is a dangerous virus,,M,,,,,,block3,,,,,M-N-John.png,,critical,list1,list1_NS,,,,Mary isn't right that,John,liberal,,be_right,0.97,,24846,38,N,,covid,NA,NS,
4614,default,the uprising at the Capitol was domestic terrorism,,M,,,,,,block3,,,,,M-S-Anthony.png,,critical,list1,list1_NS,,,,Glenn didn't admit that,Anthony,liberal,,admit,0.94,,20151,39,S,,capitol_uprising,NA,NS,
4614,default,immigrants steal jobs from Americans,,F,,,,,,block3,,,,,F-S-Sarah.png,,critical,list1,list1_NS,,,,Ben doesn't see that,Sarah,conservative,,see,0.98,,13970,40,S,,immigrants,NA,NS,
4614,default,it is too difficult to buy guns,,M,,,,,,block3,,,,,M-S-Joseph.png,,critical,list1,list1_NS,,,,Owen didn't admit that,Joseph,conservative,,admit,0.98,,13977,41,S,,gun_laws,NA,NS,
4614,default,medicaid is overfunded,,F,,,,,,block3,,,,,F-N-Helen.png,,critical,list1,list1_NS,,,,Allison didn't suggest that,Helen,conservative,,suggest,0.31,,22653,42,N,,medicaid,NA,NS,
4614,default,the event started late,,F,,,,,,block3,,,,,F-N-Anna.png,,critical,list1,list1_NS,,,,Amelia isn't right that,Anna,N,,be_right,0.06,,27308,43,N,,late,NA,NS,
4614,default,the registration due date is next week,,M,,,,,,block3,,,,,M-N-James.png,,critical,list1,list1_NS,,,,Leah didn't suggest that,James,N,,suggest,0.38,,15508,44,N,,registration,NA,NS,
4614,default,the previous meeting minutes were sent,,M,,,,,,block3,,,,,M-S-Michael.png,,critical,list1,list1_NS,,,,Ethan didn't say that,Michael,N,,say,0.28,,16146,45,S,,minutes,NA,NS,
4614,default,the next event was rescheduled,,M,,,,,,block3,,,,,M-S-Jason.png,,critical,list1,list1_NS,,,,Noah didn't admit that,Jason,N,,admit,0.88,,14466,46,S,,next_event,NA,NS,
4614,default,there are fewer participants this week,,F,,,,,,block3,,,,,F-N-Michelle.png,,critical,list1,list1_NS,,,,Chloe isn't annoyed that,Michelle,N,,be_annoyed,0.93,,14798,47,N,,participants,NA,NS,
4614,default,closing businesses during COVID was necessary,,F,,,,,,block3,,,,,F-N-Ashley.png,,MC,list1,list1_NS,,,,NA,Ashley,liberal,,NA,0.98,,13535,48,N,,lockdown,NA,NS,
4614,default,the fundraiser was postponed,,F,,,,,,block3,,,,,F-S-Kimberly.png,,critical,list1,list1_NS,,,,Liam doesn't see that,Kimberly,N,,see,0.92,,14697,49,S,,fundraiser,NA,NS,
4614,default,Trump's policies damaged the American economy,,F,,,,,,block3,,,,,F-S-Amy.png,,critical,list1,list1_NS,,,,Tony didn't say that,Amy,liberal,,say,0.61,,15795,50,S,,Trump_economy,NA,NS,
4614,default,the event website is working now,,F,,,,,,block3,,,,,F-S-Veronica.png,,MC,list1,list1_NS,,,,NA,Veronica,N,,NA,0.98,,15803,51,S,,website,NA,NS,
4614,default,it is too easy to get an abortion,,M,,,,,,block3,,,,,M-N-Daniel.png,,critical,list1,list1_NS,,,,Grace isn't right that,Daniel,conservative,,be_right,0.1,,18791,52,N,,abortion,NA,NS,
4614,default,mask mandates are necessary,,F,,,,,,block3,,,,,F-N-Lisa.png,,critical,list1,list1_NS,,,,Wendy didn't suggest that,Lisa,liberal,,suggest,0.83,,25158,53,N,,masks,NA,NS,
4614,default,the minimum wage is too high,,F,,,,,,block3,,,,,F-S-Donna.png,,critical,list1,list1_NS,,,,Ken didn't say that,Donna,conservative,,say,0.44,,19823,54,S,,minimum_wage,NA,NS,
4614,default,there are too few restrictions on welfare benefits,,M,,,,,,block3,,,,,M-N-Jay.png,,itIsT_F,list1,list1_NS,,,,NA,Jay,conservative,,NA,0.97,,19204,55,N,,welfare,true,NS,
4702,default,Trump's policies damaged the American economy,,F,,,,,,block1,,,,,F-N-Lisa.png,,critical,list1,list1_S,,,,Tony didn't acknowledge,Lisa,liberal,0.15,acknowledge,,,6370,4,N,,Trump_economy,,S,
4702,default,COVID is a dangerous virus,,M,,,,,,block1,,,,,M-S-Anthony.png,,critical,list1,list1_S,,,,Mary isn't right that,Anthony,liberal,0.73,be_right,,,7823,5,S,,covid,,S,
4702,default,it is too difficult to buy guns,,M,,,,,,block1,,,,,M-N-Daniel.png,,critical,list1,list1_S,,,,Owen doesn't see that,Daniel,conservative,0.49,see,,,5847,6,N,,gun_laws,,S,
4702,default,U.S. presidential elections are held in November,,NA,,,,,,block1,,,,,NA.png,,O,list1,list1_S,,,,NA,NA,NA,1,NA,,,2679,7,NA,,elections,,S,
4702,default,medicaid is overfunded,,F,,,,,,block1,,,,,F-S-Sarah.png,,critical,list1,list1_S,,,,Allison doesn't know that,Sarah,conservative,0.49,know,,,3839,8,S,,medicaid,,S,
4702,default,the military is overfunded,,F,,,,,,block1,,,,,F-S-Donna.png,,critical,list1,list1_S,,,,Emma didn't confess that,Donna,liberal,0.42,confess,,,2935,9,S,,military,,S,
4702,default,it is too easy to get an abortion,,M,,,,,,block1,,,,,M-S-Joseph.png,,critical,list1,list1_S,,,,Grace isn't right that,Joseph,conservative,0.91,be_right,,,2863,10,S,,abortion,,S,
4702,default,the capital of the US is in Ohio,,NA,,,,,,block1,,,,,NA.png,,O,list1,list1_S,,,,NA,NA,NA,0,NA,,,3071,11,NA,,capital,,S,
4702,default,immigrants steal jobs from Americans,,F,,,,,,block1,,,,,F-N-Helen.png,,critical,list1,list1_S,,,,Ben didn't admit that,Helen,conservative,0.42,admit,,,9584,12,N,,immigrants,,S,
4702,default,Trump handled the pandemic badly,,M,,,,,,block1,,,,,M-N-Tim.png,,critical,list1,list1_S,,,,Danny didn't admit that,Tim,liberal,0.52,admit,,,12783,13,N,,Trump_pandemic,,S,
4702,default,mask mandates are necessary,,F,,,,,,block1,,,,,F-S-Amy.png,,critical,list1,list1_S,,,,Wendy doesn't know that,Amy,liberal,0,know,,,2592,14,S,,masks,,S,
4702,default,the minimum wage is too high,,F,,,,,,block1,,,,,F-N-Elizabeth.png,,critical,list1,list1_S,,,,Ken didn't acknowledge,Elizabeth,conservative,0.45,acknowledge,,,5878,15,N,,minimum_wage,,S,
4702,default,the uprising at the Capitol was domestic terrorism,,M,,,,,,block1,,,,,M-N-John.png,,critical,list1,list1_S,,,,Glenn doesn't see that,John,liberal,0.95,see,,,3927,16,N,,capitol_uprising,,S,
4702,default,closing businesses during COVID was necessary,,F,,,,,,block1,,,,,F-S-Lily.png,,MC,list1,list1_S,,,,NA,Lily,liberal,0.51,NA,,,6007,17,S,,lockdown,,S,
4702,default,the 2020 election was rigged,,M,,,,,,block1,,,,,M-S-Ryan.png,,critical,list1,list1_S,,,,Jen didn't confess that,Ryan,conservative,0.49,confess,,,10479,18,S,,2020_election,,S,
4702,default,there are too few restrictions on welfare benefits,0.97,F,28,39,0,INCORRECT,0.7,block2,name_question,0.52,0.5,0.67,F-S-Rachel.png,0.72,itIsT_F,list1,list1_S,welfare,capitol punishment,INCORRECT,NA,Rachel,conservative,,NA,,0.52,50309,20,S,0.47,welfare,,S,
4702,default,it is too easy to get an abortion,1,M,27,24,1,CORRECT,0.37,block2,age_question,0.33,0.65,0,M-S-Joseph.png,0.5,critical,list1,list1_S,Grace,Shari,CORRECT,Grace isn't right that,Joseph,conservative,,be_right,,0.68,32855,21,S,0.93,abortion,,S,
4702,default,closing businesses during COVID was necessary,0.22,F,22,19,1,CORRECT,0.81,block2,name_question,0.73,0.39,0.49,F-S-Lily.png,0.81,MC,list1,list1_S,the lockdown,affirmative action,CORRECT,NA,Lily,liberal,,NA,,0.22,60060,22,S,0.8,lockdown,,S,
4702,default,mask mandates are necessary,1,F,26,18,0,INCORRECT,0.62,block2,name_question,0.27,0.75,0.74,F-S-Amy.png,0.64,critical,list1,list1_S,Wendy,Rhonda,INCORRECT,Wendy doesn't know that,Amy,liberal,,know,,0.73,22134,23,S,0.26,masks,,S,
4702,default,the 2020 election was rigged,1,M,25,24,0,INCORRECT,0.37,block2,name_question,0.07,0.76,0,M-S-Ryan.png,0.53,critical,list1,list1_S,Jen,Bill,INCORRECT,Jen didn't confess that,Ryan,conservative,,confess,,0.9,22784,24,S,0.54,2020_election,,S,
4702,default,the minimum wage is too high,0.12,F,27,37,1,CORRECT,0.45,block2,age_question,0.75,0.32,0.4,F-N-Elizabeth.png,0.51,critical,list1,list1_S,Ken,Sandra,CORRECT,Ken didn't acknowledge,Elizabeth,conservative,,acknowledge,,0.13,24079,25,N,0.33,minimum_wage,,S,
4702,default,Trump handled the pandemic badly,0,M,26,21,1,CORRECT,0.5,block2,age_question,0.95,0.58,0.06,M-N-Tim.png,0.51,critical,list1,list1_S,Danny,Marie,CORRECT,Danny didn't admit that,Tim,liberal,,admit,,0.03,28616,26,N,0.93,Trump_pandemic,,S,
4702,default,the uprising at the Capitol was domestic terrorism,0.07,M,30,20,1,CORRECT,0.66,block2,name_question,0.52,0.45,0,M-N-John.png,0.62,critical,list1,list1_S,Glenn,Judith,CORRECT,Glenn doesn't see that,John,liberal,,see,,0.51,28805,27,N,0.87,capitol_uprising,,S,
4702,default,the military is overfunded,1,F,36,42,0,INCORRECT,0.7,block2,name_question,0.49,0.56,0.74,F-S-Donna.png,0.69,critical,list1,list1_S,Emma,Charlotte,INCORRECT,Emma didn't confess that,Donna,liberal,,confess,,0.61,27519,28,S,0.24,military,,S,
4702,default,Trump's policies damaged the American economy,0,F,34,42,0,INCORRECT,0.83,block2,age_question,0.97,0.15,0.25,F-N-Lisa.png,0.64,critical,list1,list1_S,Tony,Fran,INCORRECT,Tony didn't acknowledge,Lisa,liberal,,acknowledge,,0.03,22399,29,N,0.93,Trump_economy,,S,
4702,default,COVID is a dangerous virus,1,M,29,43,1,CORRECT,0.54,block2,age_question,0.42,0.66,0,M-S-Anthony.png,0.6,critical,list1,list1_S,Mary,Olivia,CORRECT,Mary isn't right that,Anthony,liberal,,be_right,,0.57,29487,30,S,0.56,covid,,S,
4702,default,it is too difficult to buy guns,0,M,34,40,1,CORRECT,0.39,block2,name_question,0.95,0.55,0,M-N-Daniel.png,0.49,critical,list1,list1_S,Owen,Danielle,CORRECT,Owen doesn't see that,Daniel,conservative,,see,,0.02,23279,31,N,0.15,gun_laws,,S,
4702,default,immigrants steal jobs from Americans,0,F,29,37,0,INCORRECT,0.73,block2,age_question,0.94,0.29,0.5,F-N-Helen.png,0.79,critical,list1,list1_S,Ben,Libby,INCORRECT,Ben didn't admit that,Helen,conservative,,admit,,0.03,26984,32,N,0.04,immigrants,,S,
4702,default,medicaid is overfunded,1,F,30,18,0,INCORRECT,0.3,block2,age_question,0.3,0.68,0.75,F-S-Sarah.png,0.31,critical,list1,list1_S,Allison,Isabelle,INCORRECT,Allison doesn't know that,Sarah,conservative,,know,,0.82,23647,33,S,0.5,medicaid,,S,
4702,default,medicaid is overfunded,,F,,,,,,block3,,,,,F-S-Sarah.png,,critical,list1,list1_S,,,,Allison doesn't know that,Sarah,conservative,,know,1,,13800,35,S,,medicaid,NA,S,
4702,default,it is too easy to get an abortion,,M,,,,,,block3,,,,,M-S-Joseph.png,,critical,list1,list1_S,,,,Grace isn't right that,Joseph,conservative,,be_right,0,,28287,36,S,,abortion,NA,S,
4702,default,the minimum wage is too high,,F,,,,,,block3,,,,,F-N-Elizabeth.png,,critical,list1,list1_S,,,,Ken didn't acknowledge,Elizabeth,conservative,,acknowledge,1,,13071,37,N,,minimum_wage,NA,S,
4702,default,the uprising at the Capitol was domestic terrorism,,M,,,,,,block3,,,,,M-N-John.png,,critical,list1,list1_S,,,,Glenn doesn't see that,John,liberal,,see,0.89,,12480,38,N,,capitol_uprising,NA,S,
4702,default,the fundraiser was postponed,,F,,,,,,block3,,,,,F-N-Anna.png,,critical,list1,list1_S,,,,Liam didn't admit that,Anna,N,,admit,0.95,,12319,39,N,,fundraiser,NA,S,
4702,default,there are fewer participants this week,,F,,,,,,block3,,,,,F-S-Kimberly.png,,critical,list1,list1_S,,,,Chloe didn't confess that,Kimberly,N,,confess,0.9,,11199,40,S,,participants,NA,S,
4702,default,mask mandates are necessary,,F,,,,,,block3,,,,,F-S-Amy.png,,critical,list1,list1_S,,,,Wendy doesn't know that,Amy,liberal,,know,1,,11078,41,S,,masks,NA,S,
4702,default,the event website is working now,,M,,,,,,block3,,,,,M-N-Jacob.png,,MC,list1,list1_S,,,,NA,Jacob,N,,NA,1,,8215,42,N,,website,NA,S,
4702,default,the previous meeting minutes were sent,,F,,,,,,block3,,,,,F-N-Michelle.png,,critical,list1,list1_S,,,,Ethan didn't acknowledge,Michelle,N,,acknowledge,0.88,,12616,43,N,,minutes,NA,S,
4702,default,Trump handled the pandemic badly,,M,,,,,,block3,,,,,M-N-Tim.png,,critical,list1,list1_S,,,,Danny didn't admit that,Tim,liberal,,admit,1,,9974,44,N,,Trump_pandemic,NA,S,
4702,default,the military is overfunded,,F,,,,,,block3,,,,,F-S-Donna.png,,critical,list1,list1_S,,,,Emma didn't confess that,Donna,liberal,,confess,0.93,,9303,45,S,,military,NA,S,
4702,default,the event started late,,M,,,,,,block3,,,,,M-S-Jason.png,,critical,list1,list1_S,,,,Amelia isn't right that,Jason,N,,be_right,0.09,,10246,46,S,,late,NA,S,
4702,default,Trump's policies damaged the American economy,,F,,,,,,block3,,,,,F-N-Lisa.png,,critical,list1,list1_S,,,,Tony didn't acknowledge,Lisa,liberal,,acknowledge,1,,8767,47,N,,Trump_economy,NA,S,
4702,default,COVID is a dangerous virus,,M,,,,,,block3,,,,,M-S-Anthony.png,,critical,list1,list1_S,,,,Mary isn't right that,Anthony,liberal,,be_right,0,,8511,48,S,,covid,NA,S,
4702,default,it is too difficult to buy guns,,M,,,,,,block3,,,,,M-N-Daniel.png,,critical,list1,list1_S,,,,Owen doesn't see that,Daniel,conservative,,see,1,,8831,49,N,,gun_laws,NA,S,
4702,default,the registration due date is next week,,M,,,,,,block3,,,,,M-S-Michael.png,,critical,list1,list1_S,,,,Leah doesn't know that,Michael,N,,know,1,,9496,50,S,,registration,NA,S,
4702,default,there are too few restrictions on welfare benefits,,F,,,,,,block3,,,,,F-S-Rachel.png,,itIsT_F,list1,list1_S,,,,NA,Rachel,conservative,,NA,0.02,,11080,51,S,,welfare,false,S,
4702,default,the 2020 election was rigged,,M,,,,,,block3,,,,,M-S-Ryan.png,,critical,list1,list1_S,,,,Jen didn't confess that,Ryan,conservative,,confess,0.99,,10104,52,S,,2020_election,NA,S,
4702,default,closing businesses during COVID was necessary,,F,,,,,,block3,,,,,F-S-Lily.png,,MC,list1,list1_S,,,,NA,Lily,liberal,,NA,1,,6750,53,S,,lockdown,NA,S,
4702,default,immigrants steal jobs from Americans,,F,,,,,,block3,,,,,F-N-Helen.png,,critical,list1,list1_S,,,,Ben didn't admit that,Helen,conservative,,admit,1,,9263,54,N,,immigrants,NA,S,
4702,default,the next event was rescheduled,,M,,,,,,block3,,,,,M-N-James.png,,critical,list1,list1_S,,,,Noah doesn't see that,James,N,,see,0.99,,9823,55,N,,next_event,NA,S,
4628,default,the 2020 election was rigged,,M,,,,,,block1,,,,,M-N-Tim.png,,critical,list1,list1_NS,,,,Jen didn't hear that,Tim,conservative,0.11,hear,,,5028,4,N,,2020_election,,NS,
4628,default,immigrants steal jobs from Americans,,F,,,,,,block1,,,,,F-S-Sarah.png,,critical,list1,list1_NS,,,,Ben didn't pretend that,Sarah,conservative,0.18,pretend,,,3584,5,S,,immigrants,,NS,
4628,default,mask mandates are necessary,,F,,,,,,block1,,,,,F-N-Lisa.png,,critical,list1,list1_NS,,,,Wendy didn't say that,Lisa,liberal,0.45,say,,,7407,6,N,,masks,,NS,
4628,default,COVID is a dangerous virus,,M,,,,,,block1,,,,,M-N-John.png,,critical,list1,list1_NS,,,,Mary isn't right that,John,liberal,0.59,be_right,,,2888,7,N,,covid,,NS,
4628,default,the military is overfunded,,F,,,,,,block1,,,,,F-N-Elizabeth.png,,critical,list1,list1_NS,,,,Emma didn't hear that,Elizabeth,liberal,0.96,hear,,,3240,8,N,,military,,NS,
4628,default,it is too easy to get an abortion,,M,,,,,,block1,,,,,M-N-Daniel.png,,critical,list1,list1_NS,,,,Grace isn't right that,Daniel,conservative,0.06,be_right,,,3448,9,N,,abortion,,NS,
4628,default,Trump handled the pandemic badly,,M,,,,,,block1,,,,,M-S-Ryan.png,,critical,list1,list1_NS,,,,Danny didn't pretend that,Ryan,liberal,0.69,pretend,,,4512,10,S,,Trump_pandemic,,NS,
4628,default,medicaid is overfunded,,F,,,,,,block1,,,,,F-N-Helen.png,,critical,list1,list1_NS,,,,Allison didn't say that,Helen,conservative,0.48,say,,,3416,11,N,,medicaid,,NS,
4628,default,Trump's policies damaged the American economy,,F,,,,,,block1,,,,,F-S-Amy.png,,critical,list1,list1_NS,,,,Tony isn't annoyed that,Amy,liberal,0.72,be_annoyed,,,4144,12,S,,Trump_economy,,NS,
4628,default,it is too difficult to buy guns,,M,,,,,,block1,,,,,M-S-Joseph.png,,critical,list1,list1_NS,,,,Owen didn't suggest that,Joseph,conservative,0.33,suggest,,,3280,13,S,,gun_laws,,NS,
4628,default,U.S. presidential elections are held in November,,NA,,,,,,block1,,,,,NA.png,,O,list1,list1_NS,,,,NA,NA,NA,1,NA,,,7880,14,NA,,elections,,NS,
4628,default,the capital of the US is in Ohio,,NA,,,,,,block1,,,,,NA.png,,O,list1,list1_NS,,,,NA,NA,NA,0,NA,,,4032,15,NA,,capital,,NS,
4628,default,the minimum wage is too high,,F,,,,,,block1,,,,,F-S-Donna.png,,critical,list1,list1_NS,,,,Ken isn't annoyed that,Donna,conservative,0.17,be_annoyed,,,3000,16,S,,minimum_wage,,NS,
4628,default,the uprising at the Capitol was domestic terrorism,,M,,,,,,block1,,,,,M-S-Anthony.png,,critical,list1,list1_NS,,,,Glenn didn't suggest that,Anthony,liberal,0.6,suggest,,,3624,17,S,,capitol_uprising,,NS,
4628,default,closing businesses during COVID was necessary,,F,,,,,,block1,,,,,F-N-Ashley.png,,MC,list1,list1_NS,,,,NA,Ashley,liberal,0.61,NA,,,4080,18,N,,lockdown,,NS,
4628,default,medicaid is overfunded,0.31,F,29,20,0,INCORRECT,0.58,block2,name_question,0.58,0.5,0.67,F-N-Helen.png,0.5,critical,list1,list1_NS,Allison,Marie,INCORRECT,Allison didn't say that,Helen,conservative,,say,,0.43,49577,20,N,0.29,medicaid,,NS,
4628,default,COVID is a dangerous virus,0.52,M,30,40,1,CORRECT,0.25,block2,name_question,0.26,0.44,0.24,M-N-John.png,0.49,critical,list1,list1_NS,Mary,Shari,CORRECT,Mary isn't right that,John,liberal,,be_right,,0.7,25630,21,N,0.28,covid,,NS,
4628,default,it is too difficult to buy guns,0.84,M,27,18,1,CORRECT,0.78,block2,age_question,0.17,0.51,0.33,M-S-Joseph.png,0.47,critical,list1,list1_NS,Owen,Sandra,CORRECT,Owen didn't suggest that,Joseph,conservative,,suggest,,0.72,33904,22,S,0.19,gun_laws,,NS,
4628,default,it is too easy to get an abortion,0.26,M,34,39,0,INCORRECT,0.5,block2,age_question,0.58,0.63,0.44,M-N-Daniel.png,0.61,critical,list1,list1_NS,Grace,Isabelle,INCORRECT,Grace isn't right that,Daniel,conservative,,be_right,,0.33,27407,23,N,0.3,abortion,,NS,
4628,default,the 2020 election was rigged,0.27,M,26,20,1,CORRECT,0.58,block2,age_question,0.41,0.52,0.23,M-N-Tim.png,0.53,critical,list1,list1_NS,Jen,Rhonda,CORRECT,Jen didn't hear that,Tim,conservative,,hear,,0.53,28791,24,N,0.58,2020_election,,NS,
4628,default,Trump's policies damaged the American economy,0.92,F,26,24,1,CORRECT,0.61,block2,age_question,0.26,0.53,0.73,F-S-Amy.png,0.48,critical,list1,list1_NS,Tony,Fran,CORRECT,Tony isn't annoyed that,Amy,liberal,,be_annoyed,,0.7,29216,25,S,0.37,Trump_economy,,NS,
4628,default,the military is overfunded,0.44,F,27,31,1,CORRECT,0.47,block2,name_question,0.46,0.57,0.81,F-N-Elizabeth.png,0.5,critical,list1,list1_NS,Emma,Sally,CORRECT,Emma didn't hear that,Elizabeth,liberal,,hear,,0.56,33422,26,N,0.34,military,,NS,
4628,default,the uprising at the Capitol was domestic terrorism,0.98,M,29,21,0,INCORRECT,0.79,block2,name_question,0.34,0.38,0.14,M-S-Anthony.png,0.35,critical,list1,list1_NS,Glenn,Danielle,INCORRECT,Glenn didn't suggest that,Anthony,liberal,,suggest,,0.72,35600,27,S,0.25,capitol_uprising,,NS,
4628,default,closing businesses during COVID was necessary,0.42,F,28,21,1,CORRECT,0.47,block2,name_question,0.45,0.53,0.76,F-N-Ashley.png,0.5,MC,list1,list1_NS,the lockdown,vaccine mandates,CORRECT,NA,Ashley,liberal,,NA,,0.54,21502,28,N,0.43,lockdown,,NS,
4628,default,immigrants steal jobs from Americans,1,F,30,43,0,INCORRECT,0.73,block2,age_question,0.4,0.48,0.66,F-S-Sarah.png,0.48,critical,list1,list1_NS,Ben,Elena,INCORRECT,Ben didn't pretend that,Sarah,conservative,,pretend,,0.66,24095,29,S,0.69,immigrants,,NS,
